Image,Task 3 (Damage),Task 5 (Vehicle),Task 6 (Visibility),Task 7 (Time),Task 8 (Multiple),Overall Result
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-20-2025 07.25.59 EDT - 5-20-2025 08.25.59 EDT_frame0517_det636_0550px_vehicle_0p788.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 17.25.59 EDT - 5-19-2025 18.25.59 EDT_frame0030_det51_0360px_vehicle_0p808.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 13.25.59 EDT - 5-17-2025 14.25.59 EDT_frame0558_det682_0255px_vehicle_0p753.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 10.25.59 EDT - 5-14-2025 11.25.59 EDT_frame0484_det361_0277px_vehicle_0p794.png,Moderate,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 08.25.59 EDT - 5-17-2025 09.25.59 EDT_frame0508_det327_0503px_vehicle_0p472.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 19.25.59 EDT - 5-16-2025 20.25.59 EDT_frame0363_det421_0765px_vehicle_0p773.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 15.25.59 EDT - 5-16-2025 16.25.59 EDT_frame0081_det74_0219px_vehicle_0p748.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0459_det2053_0372px_vehicle_0p579.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 09.25.59 EDT - 5-18-2025 10.25.59 EDT_frame0494_det367_0723px_vehicle_0p759.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 16.25.59 EDT - 5-14-2025 17.25.59 EDT_frame0622_det727_1291px_vehicle_0p740.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 10.25.59 EDT - 5-15-2025 11.25.59 EDT_frame0272_det199_0385px_vehicle_0p579.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 08.25.59 EDT - 5-19-2025 09.25.59 EDT_frame0067_det249_0265px_vehicle_0p476.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 17.25.59 EDT - 5-16-2025 18.25.59 EDT_frame0859_det993_0469px_vehicle_0p771.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 12.25.59 EDT - 5-15-2025 13.25.59 EDT_frame0408_det319_1140px_vehicle_0p777.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 15.25.59 EDT - 5-14-2025 16.25.59 EDT_frame0425_det532_1104px_vehicle_0p669.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 15.25.59 EDT - 5-18-2025 16.25.59 EDT_frame0352_det401_0375px_vehicle_0p772.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 19.25.59 EDT - 5-14-2025 20.25.59 EDT_frame0459_det446_0350px_vehicle_0p842.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 09.25.59 EDT - 5-18-2025 10.25.59 EDT_frame0496_det369_0472px_vehicle_0p777.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 14.25.59 EDT - 5-16-2025 15.25.59 EDT_frame0114_det117_0998px_vehicle_0p769.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 17.25.59 EDT - 5-19-2025 18.25.59 EDT_frame0034_det56_0928px_vehicle_0p693.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 13.25.59 EDT - 5-15-2025 14.25.59 EDT_frame0403_det398_0222px_vehicle_0p646.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 15.25.59 EDT - 5-14-2025 16.25.59 EDT_frame0440_det544_0451px_vehicle_0p835.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 09.25.59 EDT - 5-17-2025 10.25.59 EDT_frame0679_det528_1101px_vehicle_0p788.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 14.25.59 EDT - 5-16-2025 15.25.59 EDT_frame0120_det123_0379px_vehicle_0p757.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 15.25.59 EDT - 5-15-2025 16.25.59 EDT_frame0695_det894_1152px_vehicle_0p665.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 13.25.59 EDT - 5-17-2025 14.25.59 EDT_frame0574_det691_1151px_vehicle_0p793.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 06.25.59 EDT - 5-16-2025 07.25.59 EDT_frame0582_det890_0400px_vehicle_0p697.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 15.25.59 EDT - 5-16-2025 16.25.59 EDT_frame0100_det99_0260px_vehicle_0p813.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 17.25.59 EDT - 5-18-2025 18.25.59 EDT_frame0732_det802_0237px_vehicle_0p713.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 08.25.59 EDT - 5-15-2025 09.25.59 EDT_frame0244_det434_1026px_vehicle_0p628.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 15.25.59 EDT - 5-18-2025 16.25.59 EDT_frame0353_det404_0811px_vehicle_0p713.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 15.25.59 EDT - 5-17-2025 16.25.59 EDT_frame0237_det265_0372px_vehicle_0p755.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 12.25.59 EDT - 5-17-2025 13.25.59 EDT_frame0377_det508_0857px_vehicle_0p751.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 16.25.59 EDT - 5-17-2025 17.25.59 EDT_frame0441_det489_0898px_vehicle_0p730.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 16.25.59 EDT - 5-17-2025 17.25.59 EDT_frame0431_det466_1891px_vehicle_0p687.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 15.25.59 EDT - 5-17-2025 16.25.59 EDT_frame0799_det965_1089px_vehicle_0p693.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 17.25.59 EDT - 5-16-2025 18.25.59 EDT_frame0893_det1033_0255px_vehicle_0p762.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 17.25.59 EDT - 5-15-2025 18.25.59 EDT_frame0676_det929_1401px_vehicle_0p757.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 19.25.59 EDT - 5-14-2025 20.25.59 EDT_frame0477_det456_0369px_vehicle_0p858.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 18.25.59 EDT - 5-16-2025 19.25.59 EDT_frame0815_det990_0839px_vehicle_0p749.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 06.25.59 EDT - 5-17-2025 07.25.59 EDT_frame0577_det264_0409px_vehicle_0p677.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 15.25.59 EDT - 5-16-2025 16.25.59 EDT_frame0116_det111_0269px_vehicle_0p749.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 16.25.59 EDT - 5-17-2025 17.25.59 EDT_frame0465_det512_0905px_vehicle_0p765.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 17.25.59 EDT - 5-19-2025 18.25.59 EDT_frame0508_det620_1132px_vehicle_0p814.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 11.25.59 EDT - 5-15-2025 12.25.59 EDT_frame0174_det140_1616px_vehicle_0p721.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 14.25.59 EDT - 5-15-2025 15.25.59 EDT_frame0887_det853_0982px_vehicle_0p800.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 08.25.59 EDT - 5-19-2025 09.25.59 EDT_frame0745_det1890_1118px_vehicle_0p684.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 15.25.59 EDT - 5-19-2025 16.25.59 EDT_frame0172_det327_0824px_vehicle_0p808.png,Moderate,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 15.25.59 EDT - 5-16-2025 16.25.59 EDT_frame0761_det891_0227px_vehicle_0p711.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 15.25.59 EDT - 5-16-2025 16.25.59 EDT_frame0759_det887_1027px_vehicle_0p705.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/57th 450/57th 450 5-15-2025 13.22.25 EDT - 5-15-2025 14.22.25 EDT_frame0708_det3005_0412px_vehicle_0p580.png,None,PASS,PASS,PASS,FAIL,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 18.25.59 EDT - 5-19-2025 19.25.59 EDT_frame0415_det547_0252px_vehicle_0p779.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 15.25.59 EDT - 5-14-2025 16.25.59 EDT_frame0445_det555_1013px_vehicle_0p674.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 06.25.59 EDT - 5-16-2025 07.25.59 EDT_frame0105_det156_1035px_vehicle_0p726.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 14.25.59 EDT - 5-16-2025 15.25.59 EDT_frame0136_det134_0777px_vehicle_0p760.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 17.25.59 EDT - 5-19-2025 18.25.59 EDT_frame0051_det69_0260px_vehicle_0p803.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 16.25.59 EDT - 5-14-2025 17.25.59 EDT_frame0679_det777_1089px_vehicle_0p796.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 11.25.59 EDT - 5-15-2025 12.25.59 EDT_frame0191_det153_0623px_vehicle_0p723.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 16.25.59 EDT - 5-15-2025 17.25.59 EDT_frame0607_det795_1724px_vehicle_0p791.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 09.25.59 EDT - 5-15-2025 10.25.59 EDT_frame0062_det46_1349px_vehicle_0p781.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 08.25.59 EDT - 5-14-2025 09.25.59 EDT_frame0228_det675_1092px_vehicle_0p564.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 11.25.59 EDT - 5-16-2025 12.25.59 EDT_frame0047_det41_0959px_vehicle_0p777.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/57th 450/57th 450 5-19-2025 12.22.25 EDT - 5-19-2025 13.22.25 EDT_frame0053_det252_0475px_vehicle_0p629.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 15.25.59 EDT - 5-16-2025 16.25.59 EDT_frame0762_det894_1170px_vehicle_0p710.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 16.25.59 EDT - 5-17-2025 17.25.59 EDT_frame0484_det525_0939px_vehicle_0p736.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 07.25.59 EDT - 5-14-2025 08.25.59 EDT_frame0050_det87_0678px_vehicle_0p609.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 19.25.59 EDT - 5-14-2025 20.25.59 EDT_frame0509_det479_0984px_vehicle_0p755.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 18.25.59 EDT - 5-16-2025 19.25.59 EDT_frame0820_det995_0365px_vehicle_0p793.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 18.25.59 EDT - 5-14-2025 19.25.59 EDT_frame0449_det550_0558px_vehicle_0p765.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 18.25.59 EDT - 5-19-2025 19.25.59 EDT_frame0420_det549_0303px_vehicle_0p779.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 16.25.59 EDT - 5-17-2025 17.25.59 EDT_frame0714_det809_0209px_vehicle_0p737.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 09.25.59 EDT - 5-19-2025 10.25.59 EDT_frame0176_det268_0221px_vehicle_0p866.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 15.25.59 EDT - 5-16-2025 16.25.59 EDT_frame0763_det898_0368px_vehicle_0p712.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 16.25.59 EDT - 5-14-2025 17.25.59 EDT_frame0689_det790_0397px_vehicle_0p779.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 12.25.59 EDT - 5-15-2025 13.25.59 EDT_frame0112_det73_0293px_vehicle_0p599.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 17.25.59 EDT - 5-19-2025 18.25.59 EDT_frame0053_det73_0293px_vehicle_0p764.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 09.25.59 EDT - 5-14-2025 10.25.59 EDT_frame0006_det15_1021px_vehicle_0p591.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 14.25.59 EDT - 5-15-2025 15.25.59 EDT_frame0189_det199_0235px_vehicle_0p681.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 17.25.59 EDT - 5-19-2025 18.25.59 EDT_frame0523_det637_0639px_vehicle_0p647.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 16.25.59 EDT - 5-14-2025 17.25.59 EDT_frame0032_det24_0407px_vehicle_0p785.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 18.25.59 EDT - 5-19-2025 19.25.59 EDT_frame0430_det569_0400px_vehicle_0p715.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 13.25.59 EDT - 5-15-2025 14.25.59 EDT_frame0416_det410_0582px_vehicle_0p693.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 17.25.59 EDT - 5-19-2025 18.25.59 EDT_frame0525_det644_0369px_vehicle_0p722.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 16.25.59 EDT - 5-17-2025 17.25.59 EDT_frame0489_det530_0978px_vehicle_0p758.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 12.25.59 EDT - 5-15-2025 13.25.59 EDT_frame0112_det74_0461px_vehicle_0p571.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 09.25.59 EDT - 5-14-2025 10.25.59 EDT_frame0009_det35_0241px_vehicle_0p580.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 18.25.59 EDT - 5-16-2025 19.25.59 EDT_frame0838_det1007_0918px_vehicle_0p752.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 07.25.59 EDT - 5-17-2025 08.25.59 EDT_frame0195_det95_0226px_vehicle_0p822.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 08.25.59 EDT - 5-14-2025 09.25.59 EDT_frame0231_det689_1974px_vehicle_0p588.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 11.25.59 EDT - 5-16-2025 12.25.59 EDT_frame0102_det74_0284px_vehicle_0p834.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 16.25.59 EDT - 5-14-2025 17.25.59 EDT_frame0699_det793_0942px_vehicle_0p765.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 10.25.59 EDT - 5-14-2025 11.25.59 EDT_frame0568_det442_1077px_vehicle_0p705.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 15.25.59 EDT - 5-18-2025 16.25.59 EDT_frame0380_det428_0325px_vehicle_0p787.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 16.25.59 EDT - 5-14-2025 17.25.59 EDT_frame0848_det968_0231px_vehicle_0p586.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 14.25.59 EDT - 5-18-2025 15.25.59 EDT_frame0295_det343_0550px_vehicle_0p704.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 16.25.59 EDT - 5-15-2025 17.25.59 EDT_frame0631_det826_0985px_vehicle_0p683.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-19-2025 12.22.25 EDT - 5-19-2025 13.22.25 EDT_frame0064_det301_0401px_vehicle_0p663.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 18.25.59 EDT - 5-14-2025 19.25.59 EDT_frame0455_det561_1185px_vehicle_0p672.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 13.25.59 EDT - 5-15-2025 14.25.59 EDT_frame0418_det418_1821px_vehicle_0p657.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 18.25.59 EDT - 5-19-2025 19.25.59 EDT_frame0456_det590_0274px_vehicle_0p800.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 06.25.59 EDT - 5-16-2025 07.25.59 EDT_frame0626_det955_0991px_vehicle_0p638.png,None,PASS,FAIL,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 16.25.59 EDT - 5-14-2025 17.25.59 EDT_frame0059_det52_1098px_vehicle_0p640.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 09.25.59 EDT - 5-19-2025 10.25.59 EDT_frame0686_det1199_0700px_vehicle_0p762.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 18.25.59 EDT - 5-14-2025 19.25.59 EDT_frame0456_det563_0237px_vehicle_0p726.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 12.25.59 EDT - 5-17-2025 13.25.59 EDT_frame0418_det553_0413px_vehicle_0p702.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 11.25.59 EDT - 5-16-2025 12.25.59 EDT_frame0122_det88_0318px_vehicle_0p772.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 15.25.59 EDT - 5-18-2025 16.25.59 EDT_frame0381_det431_0798px_vehicle_0p569.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 16.22.25 EDT - 5-15-2025 17.22.25 EDT_frame0039_det210_1114px_vehicle_0p664.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 15.25.59 EDT - 5-16-2025 16.25.59 EDT_frame0159_det165_0308px_vehicle_0p765.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 13.22.25 EDT - 5-15-2025 14.22.25 EDT_frame0196_det813_0447px_vehicle_0p665.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 09.25.59 EDT - 5-19-2025 10.25.59 EDT_frame0718_det1235_0231px_vehicle_0p463.png,None,PASS,FAIL,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 10.25.59 EDT - 5-15-2025 11.25.59 EDT_frame0340_det243_0280px_vehicle_0p788.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 16.25.59 EDT - 5-18-2025 17.25.59 EDT_frame0113_det129_0243px_vehicle_0p713.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 09.25.59 EDT - 5-14-2025 10.25.59 EDT_frame0414_det717_0403px_vehicle_0p664.png,None,PASS,PASS,PASS,PASS,FAIL
