Image,Task 3 (Damage),Task 5 (Vehicle),Task 6 (Visibility),Task 7 (Time),Task 8 (Multiple),Overall Result
kaggle/Car damages 1188_det01_0685px_vehicle_0p646.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1187_det01_0630px_vehicle_0p814.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 942_det01_0508px_vehicle_0p800.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 290_det01_0636px_vehicle_0p845.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 291_det01_0547px_vehicle_0p670.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 943_det01_0516px_vehicle_0p563.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1189_det01_0562px_vehicle_0p469.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 943_det02_0218px_vehicle_0p497.png,None,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 292_det01_0699px_vehicle_0p757.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 944_det01_0430px_vehicle_0p486.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1190_det01_0631px_vehicle_0p673.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 118_det01_0632px_vehicle_0p874.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 295_det01_0821px_vehicle_0p875.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 944_det02_0214px_vehicle_0p513.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1191_det01_0585px_vehicle_0p866.png,Moderate,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 297_det01_0746px_vehicle_0p890.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 296_det01_0714px_vehicle_0p741.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 945_det01_0306px_vehicle_0p817.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 946_det01_0536px_vehicle_0p627.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1192_det01_0518px_vehicle_0p819.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 298_det01_0659px_vehicle_0p486.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1193_det01_0509px_vehicle_0p554.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 947_det01_0486px_vehicle_0p658.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 29_det01_0620px_vehicle_0p606.png,Moderate,PASS,FAIL,PASS,FAIL,FAIL
kaggle/Car damages 299_det01_0796px_vehicle_0p836.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 948_det01_0542px_vehicle_0p553.png,Minor,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 1194_det01_0742px_vehicle_0p733.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1195_det01_0660px_vehicle_0p468.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 2_det01_0491px_vehicle_0p495.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 948_det02_0308px_vehicle_0p458.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 300_det01_0724px_vehicle_0p857.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1197_det01_0642px_vehicle_0p879.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 301_det01_0659px_vehicle_0p671.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 949_det01_0463px_vehicle_0p611.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1196_det01_0601px_vehicle_0p542.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1198_det01_0712px_vehicle_0p819.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 302_det01_0494px_vehicle_0p472.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 950_det01_0459px_vehicle_0p475.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1199_det01_0582px_vehicle_0p518.png,Minor,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 951_det01_0503px_vehicle_0p638.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 952_det02_0391px_vehicle_0p579.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 953_det01_0440px_vehicle_0p555.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 304_det01_0766px_vehicle_0p878.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 119_det01_0636px_vehicle_0p859.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 303_det01_0749px_vehicle_0p878.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 11_det01_0628px_vehicle_0p629.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 305_det01_0795px_vehicle_0p638.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1200_det01_0745px_vehicle_0p721.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 953_det02_0279px_vehicle_0p463.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 306_det01_0653px_vehicle_0p839.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 955_det01_0502px_vehicle_0p489.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1201_det01_0747px_vehicle_0p867.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1202_det01_0645px_vehicle_0p849.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 307_det01_0797px_vehicle_0p592.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 954_det01_0426px_vehicle_0p643.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 308_det01_0463px_vehicle_0p622.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 309_det01_0884px_vehicle_0p833.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 956_det01_0542px_vehicle_0p640.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1203_det02_0652px_vehicle_0p663.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 957_det02_0204px_vehicle_0p543.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 957_det01_0856px_vehicle_0p668.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 30_det01_0597px_vehicle_0p645.png,Moderate,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 1204_det01_0671px_vehicle_0p674.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 958_det01_0494px_vehicle_0p641.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 30_det02_0326px_vehicle_0p522.png,None,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 1205_det01_0503px_vehicle_0p505.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1206_det01_0850px_vehicle_0p788.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 310_det01_0684px_vehicle_0p554.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 960_det01_0567px_vehicle_0p699.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 961_det01_0481px_vehicle_0p540.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1207_det01_0585px_vehicle_0p721.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1208_det01_0403px_vehicle_0p490.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 311_det01_0744px_vehicle_0p518.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1209_det01_0710px_vehicle_0p677.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 312_det01_0797px_vehicle_0p866.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 962_det01_0549px_vehicle_0p638.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 120_det01_0490px_vehicle_0p820.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 313_det01_0782px_vehicle_0p770.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 962_det02_0253px_vehicle_0p557.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 100_det01_0546px_vehicle_0p713.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1210_det01_0572px_vehicle_0p548.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 963_det01_0470px_vehicle_0p543.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 315_det01_0618px_vehicle_0p813.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 314_det01_0797px_vehicle_0p880.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 964_det01_0476px_vehicle_0p490.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1211_det01_0750px_vehicle_0p791.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 101_det01_0532px_vehicle_0p779.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 965_det01_0490px_vehicle_0p656.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 316_det01_0724px_vehicle_0p744.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 318_det01_0586px_vehicle_0p625.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1212_det01_0665px_vehicle_0p689.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 102_det01_0558px_vehicle_0p564.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 967_det01_0518px_vehicle_0p671.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1031_det01_0562px_vehicle_0p624.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1032_det01_0747px_vehicle_0p790.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1213_det01_0634px_vehicle_0p690.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 318_det02_0225px_vehicle_0p514.png,None,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 967_det02_0266px_vehicle_0p589.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 968_det01_0555px_vehicle_0p509.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1214_det01_0718px_vehicle_0p605.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 319_det01_0557px_vehicle_0p718.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1033_det01_0635px_vehicle_0p845.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1216_det01_0675px_vehicle_0p871.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 969_det01_0617px_vehicle_0p782.png,Moderate,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1034_det01_0687px_vehicle_0p765.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1217_det01_0617px_vehicle_0p853.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 31_det01_0767px_vehicle_0p544.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 321_det01_0807px_vehicle_0p876.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 970_det01_0472px_vehicle_0p659.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1218_det01_0792px_vehicle_0p868.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 322_det01_0771px_vehicle_0p844.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1035_det01_0701px_vehicle_0p883.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 970_det02_0256px_vehicle_0p580.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1219_det01_0629px_vehicle_0p839.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1036_det01_0639px_vehicle_0p851.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1037_det01_0637px_vehicle_0p656.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 323_det01_0796px_vehicle_0p859.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 971_det01_0563px_vehicle_0p483.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 121_det01_0627px_vehicle_0p587.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 324_det01_0781px_vehicle_0p796.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1039_det01_0607px_vehicle_0p455.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 972_det01_0450px_vehicle_0p497.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1220_det01_0667px_vehicle_0p829.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 972_det02_0249px_vehicle_0p573.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 325_det01_0796px_vehicle_0p869.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1222_det01_0217px_vehicle_0p458.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 973_det01_0491px_vehicle_0p497.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 326_det01_0728px_vehicle_0p880.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1041_det01_0564px_vehicle_0p825.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 103_det01_0689px_vehicle_0p809.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 973_det02_0329px_vehicle_0p501.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1221_det01_0662px_vehicle_0p655.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 327_det01_0712px_vehicle_0p838.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1042_det01_0683px_vehicle_0p689.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1222_det02_0691px_vehicle_0p550.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 975_det01_0439px_vehicle_0p563.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 328_det01_0796px_vehicle_0p873.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 974_det01_0463px_vehicle_0p720.png,Moderate,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 329_det01_0602px_vehicle_0p490.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1223_det01_0735px_vehicle_0p679.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1043_det01_0599px_vehicle_0p652.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1044_det01_0594px_vehicle_0p876.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 975_det02_0264px_vehicle_0p554.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 32_det01_0453px_vehicle_0p790.png,Minor,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1224_det01_0728px_vehicle_0p605.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 330_det02_0230px_vehicle_0p508.png,None,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1046_det01_0596px_vehicle_0p575.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1226_det01_0668px_vehicle_0p806.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1045_det01_0603px_vehicle_0p883.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 976_det01_0469px_vehicle_0p785.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 330_det01_0818px_vehicle_0p545.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1225_det01_0654px_vehicle_0p685.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 977_det01_0506px_vehicle_0p613.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1047_det01_0616px_vehicle_0p835.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1227_det02_0744px_vehicle_0p494.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1228_det01_0700px_vehicle_0p662.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1048_det01_0611px_vehicle_0p819.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 331_det01_0671px_vehicle_0p883.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 330_det04_0399px_vehicle_0p497.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 978_det01_0511px_vehicle_0p673.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 978_det02_0289px_vehicle_0p551.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1049_det01_0570px_vehicle_0p729.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1229_det01_0604px_vehicle_0p579.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 332_det01_0761px_vehicle_0p800.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 104_det01_0629px_vehicle_0p889.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 333_det01_0722px_vehicle_0p859.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1050_det01_0583px_vehicle_0p855.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 122_det01_0636px_vehicle_0p599.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 979_det01_0569px_vehicle_0p610.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 980_det01_0521px_vehicle_0p591.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1230_det01_0796px_vehicle_0p881.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 334_det01_0582px_vehicle_0p900.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1051_det01_0601px_vehicle_0p698.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 981_det01_0451px_vehicle_0p860.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1368_det01_0548px_vehicle_0p898.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 335_det01_0784px_vehicle_0p856.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1052_det01_0606px_vehicle_0p783.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 982_det01_0504px_vehicle_0p668.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1734_det01_0603px_vehicle_0p620.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 600_det01_0552px_vehicle_0p533.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1053_det01_0625px_vehicle_0p451.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 136_det01_0635px_vehicle_0p894.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1369_det01_0756px_vehicle_0p871.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1735_det01_0722px_vehicle_0p894.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 601_det01_0767px_vehicle_0p868.png,Moderate,PASS,FAIL,FAIL,PASS,FAIL
kaggle/Car damages 1054_det01_0684px_vehicle_0p663.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 602_det01_0451px_vehicle_0p651.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1736_det01_0832px_vehicle_0p760.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1055_det01_0541px_vehicle_0p546.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1370_det01_0762px_vehicle_0p903.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1231_det01_0652px_vehicle_0p539.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1737_det01_0519px_vehicle_0p888.png,Moderate,PASS,FAIL,FAIL,PASS,FAIL
kaggle/Car damages 1056_det01_0830px_vehicle_0p728.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 603_det01_0465px_vehicle_0p494.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1371_det01_0635px_vehicle_0p836.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1738_det01_0774px_vehicle_0p801.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 603_det02_0280px_vehicle_0p482.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1057_det01_0706px_vehicle_0p716.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1372_det01_0702px_vehicle_0p892.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 173_det01_0579px_vehicle_0p551.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 604_det01_0506px_vehicle_0p522.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1058_det01_0589px_vehicle_0p844.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1373_det01_0797px_vehicle_0p899.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1740_det01_0819px_vehicle_0p812.png,Moderate,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 605_det01_0479px_vehicle_0p663.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1059_det01_0611px_vehicle_0p841.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1374_det01_0727px_vehicle_0p888.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1741_det01_0764px_vehicle_0p643.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1375_det01_0798px_vehicle_0p861.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 606_det01_0533px_vehicle_0p629.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 105_det01_0573px_vehicle_0p557.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 606_det02_0201px_vehicle_0p482.png,None,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 1742_det01_0838px_vehicle_0p666.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 105_det03_0204px_vehicle_0p508.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1742_det02_0210px_vehicle_0p546.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1376_det01_0530px_vehicle_0p563.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1060_det01_0474px_vehicle_0p882.png,Moderate,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 607_det01_0452px_vehicle_0p470.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 608_det01_0446px_vehicle_0p640.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1743_det01_0792px_vehicle_0p669.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1061_det01_0676px_vehicle_0p591.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1378_det01_0798px_vehicle_0p894.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 609_det01_0437px_vehicle_0p529.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1744_det01_0806px_vehicle_0p859.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1062_det01_0662px_vehicle_0p853.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1379_det01_0718px_vehicle_0p798.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1745_det02_0477px_vehicle_0p621.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1746_det01_0831px_vehicle_0p665.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1063_det01_0635px_vehicle_0p687.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 610_det01_0501px_vehicle_0p683.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 611_det01_0473px_vehicle_0p881.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 137_det01_0499px_vehicle_0p851.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1064_det01_0685px_vehicle_0p455.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1747_det01_0717px_vehicle_0p810.png,Moderate,PASS,FAIL,FAIL,PASS,FAIL
kaggle/Car damages 1380_det01_0677px_vehicle_0p871.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1748_det01_0794px_vehicle_0p877.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1381_det01_0798px_vehicle_0p781.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 612_det01_0530px_vehicle_0p657.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1065_det01_0705px_vehicle_0p862.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1066_det01_0667px_vehicle_0p824.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1749_det01_0779px_vehicle_0p622.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 613_det01_0768px_vehicle_0p823.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1382_det01_0706px_vehicle_0p692.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 614_det01_0498px_vehicle_0p551.png,Moderate,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 1068_det01_0809px_vehicle_0p844.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1383_det01_0647px_vehicle_0p681.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 174_det01_0634px_vehicle_0p600.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 615_det01_0471px_vehicle_0p590.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1069_det01_0693px_vehicle_0p863.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1384_det01_0733px_vehicle_0p558.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 616_det01_0482px_vehicle_0p577.png,Severe,PASS,PASS,PASS,PASS,PASS
